X,Y,Z,fault_name
353849.6086918379,6505456.477021254,372.13211,Kunanalling Fault
354084.1291099703,6504632.466794744,369.17957,Kunanalling Fault
354188.02698087075,6504343.281979011,361.88687,Kunanalling Fault
354274.5470883027,6504102.465674423,361.61594,Kunanalling Fault
354731.0498081718,6503297.455300854,383.05734,Kunanalling Fault
355142.92816763953,6502285.452739631,390.65707,Kunanalling Fault
355436.3079571645,6501772.947930894,390.87863,Kunanalling Fault
356245.9004897119,6500702.4426684715,385.95319,Kunanalling Fault
356579.97629130224,6500118.686733731,370.4549,Kunanalling Fault
356914.0520928926,6499534.930798991,358.40314,Kunanalling Fault
357624.12721967,6498749.932788953,358.8172,Kunanalling Fault
357949.0693232801,6498245.920709964,367.9248,Kunanalling Fault
358153.28400597535,6497850.930398694,378.97672,Kunanalling Fault
358540.83774034196,6496651.890565304,391.7363,Kunanalling Fault
