X,Y,Z
,,
,,
,,
,,
,,
,,
,,
328225.45315421117,6605594.262801103,-70.42253521125531
,,
,,
,,
,,
328332.2198700659,6606226.622580378,-70.42253521125531
,,
328441.828542866,6606226.622580378,-704.2253521126622
,,
,,
,,
328439.9725709833,6606858.982359653,-70.42253521125531
,,
328546.6039555549,6606858.982359653,-704.2253521126622
,,
,,
328544.17765897914,6607491.342138928,-70.42253521125531
,,
328655.53597193945,6607491.342138928,-704.2253521126622
328780.45641277154,6607491.342138928,-1338.0281690140691
328825.4153983252,6607491.342138928,-1554.3323839214354
328644.94146577583,6608123.701918203,-70.42253521125531
,,
328764.2746579195,6608123.701918203,-704.2253521126622
328825.4153983252,6608123.701918203,-1010.6874519670382
328825.4153983252,6607747.765496079,-1338.0281690140691
328743.9459658921,6608756.061697478,-70.42253521125531
,,
328825.4153983252,6608756.061697478,-477.27752739274
328825.4153983252,6608484.5568838,-704.2253521126622
328825.4153983252,6609284.9644218,-70.42253521125531
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
328911.97908691544,6607491.342138928,-1971.830985915476
,,
,,
,,
,,
328890.7320754669,6608123.701918203,-1338.0281690140691
329020.48577641015,6608123.701918203,-1971.830985915476
,,
,,
,,
328870.98337465286,6608756.061697478,-704.2253521126622
328999.03576803696,6608756.061697478,-1338.0281690140691
329127.25249226484,6608756.061697478,-1971.830985915476
329255.304885649,6608756.061697478,-2605.633802816883
,,
,,
,,
328841.2104923683,6609388.421476753,-70.42253521125531
,,
328975.7201212609,6609388.421476753,-704.2253521126622
329105.4158230828,6609388.421476753,-1338.0281690140691
329232.3082340403,6609388.421476753,-1971.830985915476
329359.258644119,6609388.421476753,-2605.633802816883
329458.9204676104,6609388.421476753,-3102.904172010807
329458.9204676104,6609219.736881091,-3239.43661971829
328936.8027108462,6610020.781256028,-70.42253521125531
,,
329078.54289686494,6610020.781256028,-704.2253521126622
329209.93023972574,6610020.781256028,-1338.0281690140691
329335.6916678172,6610020.781256028,-1971.830985915476
329458.9204676104,6610020.781256028,-2591.439099378971
329458.9204676104,6610003.219995068,-2605.633802816883
329030.75162088615,6610653.1410353035,-70.42253521125531
,,
329179.49036754586,6610653.1410353035,-704.2253521126622
329312.6176840467,6610653.1410353035,-1338.0281690140691
329437.4511261968,6610653.1410353035,-1971.830985915476
329458.9204676104,6610653.1410353035,-2080.559126088301
329123.11522160977,6611285.5008145785,-70.42253521125531
,,
329278.6301989453,6611285.5008145785,-704.2253521126622
329413.5361551669,6611285.5008145785,-1338.0281690140691
329458.9204676104,6611285.5008145785,-1570.2636476973275
329458.9204676104,6610787.81274916,-1971.830985915476
329213.9128460573,6611917.8605938535,-70.42253521125531
,,
329375.99139062373,6611917.8605938535,-704.2253521126622
329458.9204676104,6611917.8605938535,-1089.0097685263027
329458.9204676104,6611573.524792413,-1338.0281690140691
329303.19282682997,6612550.220373129,-70.42253521125531
,,
329458.9204676104,6612550.220373129,-656.3541922770601
329458.9204676104,6612465.482464474,-704.2253521126622
329389.29252244957,6613182.580152404,-70.42253521125531
,,
