,X,Y,Z,fault_name
260,319291.7397824115,6598484.311131034,363.0,Kunanalling Fault
261,319482.6979023701,6598282.811811874,362.0,Kunanalling Fault
262,319825.9699102758,6597956.067979585,366.0,Kunanalling Fault
263,320169.24191818654,6597629.3241473,371.63779,Kunanalling Fault
264,320737.7027566609,6597177.122317987,369.44977,Kunanalling Fault
265,321572.7661699733,6596512.843141658,377.81091,Kunanalling Fault
266,322705.8908281869,6595505.825604896,393.58994,Kunanalling Fault
267,323943.7937841045,6594253.340394997,380.89313,Kunanalling Fault
268,324106.5460566041,6594044.754987771,377.71185,Kunanalling Fault
269,324743.9410378768,6593227.861375837,369.13562,Kunanalling Fault
270,325674.25663337257,6591726.885391333,357.41483,Kunanalling Fault
271,325915.28257654235,6591276.414300136,352.73666,Kunanalling Fault
272,326737.64135237737,6589326.223010523,350.3743,Kunanalling Fault
273,327560.0001282909,6587376.031720987,356.81546,Kunanalling Fault
274,328210.92552360334,6585922.96574957,364.0,Kunanalling Fault
275,328591.0218263003,6585074.47372992,366.74084,Kunanalling Fault
276,329266.28120117995,6583769.961367305,371.41669,Kunanalling Fault
277,329923.5151857779,6582774.481728994,381.60846,Kunanalling Fault
278,330435.1129916931,6582198.980732661,380.22455,Kunanalling Fault
279,331117.19415833807,6581636.736096253,387.05728,Kunanalling Fault
280,331799.2749584706,6581074.49174722,397.68109,Kunanalling Fault
281,332398.562340079,6580435.995256546,385.46957,Kunanalling Fault
282,333179.00561626104,6579780.247267501,375.74103,Kunanalling Fault
283,333398.0655458941,6579596.187627656,377.99905,Kunanalling Fault
284,333959.4488924385,6579124.499278478,370.0,Kunanalling Fault
285,334106.38318541297,6578853.999839619,363.35526,Kunanalling Fault
286,335054.6012161117,6578328.505993399,354.95532,Kunanalling Fault
287,335728.7825414431,6577893.43603161,375.69931,Kunanalling Fault
288,336951.05118735903,6577104.471600922,338.0,Kunanalling Fault
289,338291.0663484588,6576050.907676848,338.0,Kunanalling Fault
290,338810.3566789782,6575522.89740622,339.0,Kunanalling Fault
291,339642.2429363468,6574528.817553215,349.36996,Kunanalling Fault
292,340250.8254836881,6573707.835987566,346.85919,Kunanalling Fault
293,340723.9091255827,6572980.767714236,355.46411,Kunanalling Fault
294,341681.30577785685,6571135.992581748,356.87772,Kunanalling Fault
295,342646.39503888536,6569276.394822399,382.66779,Kunanalling Fault
296,342802.9885906955,6568374.340630918,391.01172,Kunanalling Fault
297,342939.6554455097,6565677.790737393,386.14401,Kunanalling Fault
298,342900.7466867765,6564958.776134795,397.0556,Kunanalling Fault
299,342767.8059554959,6563761.263926545,396.05984,Kunanalling Fault
300,342618.38429394865,6563090.756517613,401.50977,Kunanalling Fault
301,341518.0202584326,6560219.7529528,416.36456,Kunanalling Fault
302,341322.4407002145,6559491.736741143,420.4791,Kunanalling Fault
303,340848.68877190235,6558241.730713166,415.07477,Kunanalling Fault
304,340209.2092478112,6556917.224875568,396.65894,Kunanalling Fault
305,340003.2752804433,6556348.715263369,406.23074,Kunanalling Fault
306,339846.6235961957,6556073.723454177,404.9689,Kunanalling Fault
307,340526.3319568444,6553295.7051917575,419.25723,Kunanalling Fault
308,340545.85324941174,6552685.743904309,427.16629,Kunanalling Fault
309,340666.6370557944,6551664.571723075,439.32022,Kunanalling Fault
310,340710.55843993346,6550939.86888478,437.31998,Kunanalling Fault
311,340710.55843993346,6550149.283970276,442.17191,Kunanalling Fault
312,340472.586005843,6548984.177586148,437.44144,Kunanalling Fault
313,340592.2135380631,6548428.191392743,427.35114,Kunanalling Fault
314,340749.54656244925,6548008.186501598,414.90192,Kunanalling Fault
315,341423.8091498997,6546503.6833397485,392.77982,Kunanalling Fault
316,342949.8246359088,6543307.135126372,387.2504,Kunanalling Fault
317,344910.0570437276,6539742.128538238,391.00369,Kunanalling Fault
318,345888.3379409852,6538075.613794239,403.54745,Kunanalling Fault
319,345971.39355485013,6537837.603198954,402.8446,Kunanalling Fault
320,346183.74312743824,6537450.602511111,408.15277,Kunanalling Fault
321,346396.09270002635,6537063.601823268,408.91504,Kunanalling Fault
322,346849.26286330284,6535978.596849116,409.17664,Kunanalling Fault
323,347247.17872797186,6534869.600671762,415.54581,Kunanalling Fault
324,347366.6802603668,6534313.602478471,413.51212,Kunanalling Fault
325,347392.612099239,6533645.599179688,417.77359,Kunanalling Fault
326,347325.58147803735,6532291.092975196,418.07339,Kunanalling Fault
327,347391.4585178945,6531607.102978733,419.97388,Kunanalling Fault
328,347565.96274797095,6531092.098788672,415.85229,Kunanalling Fault
329,349291.60326065874,6527924.294008441,417.8699,Kunanalling Fault
330,349476.93295330973,6527584.079298609,419.71555,Kunanalling Fault
331,349821.633896829,6526840.586318431,417.22415,Kunanalling Fault
332,350145.2173510386,6525914.088636963,405.44498,Kunanalling Fault
333,350448.6668197061,6524740.084454239,393.99377,Kunanalling Fault
334,351167.26043549826,6522763.096595501,373.30423,Kunanalling Fault
335,351424.8870677879,6522212.463610367,370.24442,Kunanalling Fault
336,351426.5706611905,6522212.461128151,370.24442,Kunanalling Fault
337,352046.3786543971,6520975.6109821545,363.62534,Kunanalling Fault
338,353239.8315017605,6518151.602303838,356.83282,Kunanalling Fault
339,353514.2394517667,6517320.091788232,356.00586,Kunanalling Fault
340,354203.05683140573,6514783.579014758,341.7308,Kunanalling Fault
341,354291.3972165056,6514180.070741188,333.59579,Kunanalling Fault
342,354368.84957811306,6513964.947081822,333.48846,Kunanalling Fault
343,354382.48682184564,6513927.069685773,333.41693,Kunanalling Fault
344,355322.9136223558,6512619.564737252,327.21628,Kunanalling Fault
345,355713.45655466546,6511980.560284891,327.76801,Kunanalling Fault
346,356155.79748337506,6510826.545416682,324.78375,Kunanalling Fault
347,356252.4583780363,6509896.021659487,319.58887,Kunanalling Fault
348,356241.14115500334,6508519.516538539,322.47021,Kunanalling Fault
349,356254.743488878,6508408.513800859,323.68912,Kunanalling Fault
350,355856.45403609495,6507695.000984848,328.48019,Kunanalling Fault
351,355466.32770178025,6507236.490477759,333.84201,Kunanalling Fault
352,355046.9508238067,6506885.483621257,335.82434,Kunanalling Fault
353,354399.6243635921,6506507.484177677,342.79413,Kunanalling Fault
354,354145.7390808908,6506358.989414709,351.45264,Kunanalling Fault
355,353895.7806852641,6506084.981756767,365.78934,Kunanalling Fault
356,353806.0144407265,6505717.976628066,369.80304,Kunanalling Fault
357,353849.6086918379,6505456.477021254,372.13211,Kunanalling Fault
358,354084.1291099703,6504632.466794744,369.17957,Kunanalling Fault
359,354188.02698087075,6504343.281979011,361.88687,Kunanalling Fault
360,354274.5470883027,6504102.465674423,361.61594,Kunanalling Fault
361,354731.0498081718,6503297.455300854,383.05734,Kunanalling Fault
362,355142.92816763953,6502285.452739631,390.65707,Kunanalling Fault
363,355436.3079571645,6501772.947930894,390.87863,Kunanalling Fault
364,356245.9004897119,6500702.442668472,385.95319,Kunanalling Fault
365,356579.97629130224,6500118.686733731,370.4549,Kunanalling Fault
366,356914.0520928926,6499534.930798991,358.40314,Kunanalling Fault
367,357624.12721967,6498749.932788953,358.8172,Kunanalling Fault
368,357949.0693232801,6498245.920709964,367.9248,Kunanalling Fault
369,358153.2840059753,6497850.930398694,378.97672,Kunanalling Fault
370,358540.837740342,6496651.890565304,391.7363,Kunanalling Fault
371,330176.79,6584151.97,374.6,Kunanalling Fault
372,331166.29,6584848.09,-571.35,Kunanalling Fault
373,332854.22,6586037.61,-2474.21,Kunanalling Fault
374,334133.2,6586939.15,-4045.93,Kunanalling Fault
375,335345.42,6587794.69,-5151.36,Kunanalling Fault
376,336409.27,6588543.55,-6255.58,Kunanalling Fault
377,337458.63,6589275.41,-7228.32,Kunanalling Fault
378,333568.16,6579648.8,388.15,Kunanalling Fault
379,334221.58,6579973.01,-622.19,Kunanalling Fault
380,337373.4,6581534.26,-3002.74,Kunanalling Fault
381,339608.59,6582643.54,-4065.36,Kunanalling Fault
382,316094.27,6602385.45,411.64,Kunanalling Fault
383,317816.35,6603415.09,-2057.03,Kunanalling Fault
384,320809.32,6604262.71,-5767.96,Kunanalling Fault
385,324664.22,6604363.29,-8764.13,Kunanalling Fault
386,326060.73,6604389.29,-9774.28,Kunanalling Fault
387,342553.55,6568364.49,336.56,Kunanalling Fault
388,343071.62,6568252.83,-855.99,Kunanalling Fault
389,344128.23,6567964.08,-2004.14,Kunanalling Fault
390,346117.33,6567312.35,-3923.1,Kunanalling Fault
391,347509.63,6567006.06,-5115.65,Kunanalling Fault
392,349438.58,6566881.0,-6372.76,Kunanalling Fault
393,352463.29,6567248.94,-7652.07,Kunanalling Fault
394,355679.98,6567910.94,-8358.31,Kunanalling Fault
395,328733.07,6588900.82,-2044.77,Kunanalling Fault
396,329582.06,6589487.78,-3987.31,Kunanalling Fault
397,330705.35,6590155.28,-5637.21,Kunanalling Fault
398,331896.83,6590835.53,-6775.62,Kunanalling Fault
399,300873.44,6617941.31,440.19,Kunanalling Fault
400,303576.53,6618284.73,-783.93,Kunanalling Fault
401,305857.12,6618571.42,-1783.26,Kunanalling Fault
402,308727.83,6619130.28,-3082.92,Kunanalling Fault
403,312626.46,6620036.78,-4684.62,Kunanalling Fault
404,316378.16,6620309.34,-6838.71,Kunanalling Fault
405,319486.38,6620403.63,-8435.58,Kunanalling Fault
406,322789.89,6620513.18,-10310.4,Kunanalling Fault
407,284680.4762494983,6635675.835709689,430.83929,Bullabulling North Fault
408,284817.6275926564,6635154.9559142105,427.15793,Bullabulling North Fault
409,285226.12851411605,6634219.357029577,426.94727,Bullabulling North Fault
410,285535.7985674806,6633290.346869484,428.87238,Bullabulling North Fault
411,285970.65438709885,6631682.698081804,435.49106,Bullabulling North Fault
412,286326.4455122411,6630470.372766504,446.16821,Bullabulling North Fault
413,286695.4140864628,6628506.932853682,430.05829,Bullabulling North Fault
414,286932.6081698909,6626306.298857432,432.00629,Bullabulling North Fault
415,286945.7856189702,6624632.762824356,433.00684,Bullabulling North Fault
416,287130.26990608114,6621720.5465778215,426.07361,Bullabulling North Fault
417,287288.39929503325,6618083.570631923,450.9859,Bullabulling North Fault
418,287393.818887668,6617292.923687162,455.03378,Bullabulling North Fault
419,287683.72276741354,6615711.62979764,459.19638,Bullabulling North Fault
420,288131.7560361112,6614051.271213643,452.97415,Bullabulling North Fault
421,288869.6931845544,6612285.493037012,438.06604,Bullabulling North Fault
422,290108.37339801266,6609228.324850603,422.18417,Bullabulling North Fault
423,291926.86137096205,6605485.92931207,412.01526,Bullabulling North Fault
424,293165.5415844203,6602376.0513293445,409.01141,Bullabulling North Fault
425,294193.3826126091,6600452.143763762,408.76471,Bullabulling North Fault
426,295537.4824187021,6598132.912725797,396.22571,Bullabulling North Fault
427,295986.5363134614,6597137.762096841,394.4339,Bullabulling North Fault
428,287553.93,6616741.68,425.79,Bullabulling Fault
429,290806.45,6616788.84,-1040.46,Bullabulling Fault
430,295155.11,6617172.42,-2758.32,Bullabulling Fault
431,298935.68,6617680.55,-4047.93,Bullabulling Fault
432,303960.84,6618332.19,-5927.91,Bullabulling Fault
433,310066.44,6619442.49,-8420.04,Bullabulling Fault
434,310024.03,6619432.56,-8417.64,Bullabulling Fault
435,312949.87,6620100.81,-9559.65,Bullabulling Fault
436,316085.03,6620304.47,-10936.38,Bullabulling Fault
437,318392.74,6620366.32,-11824.35,Bullabulling Fault
438,284831.577468938,6598015.35742238,431.46844,Bulla_Abut_North
439,286082.60737056297,6597924.197063362,426.87625,Bulla_Abut_North
440,287115.338077284,6597842.204322372,421.54181,Bulla_Abut_North
441,288148.068784005,6597760.211581381,417.883,Bulla_Abut_North
442,289629.98586244707,6597642.497692179,419.85114,Bulla_Abut_North
443,291111.9029408891,6597524.783802978,409.18286,Bulla_Abut_North
444,292702.5838836885,6597398.49162768,406.54181,Bulla_Abut_North
445,293549.21962717525,6597331.27294991,401.24478,Bulla_Abut_North
446,294975.5781615185,6597218.02715862,397.27786,Bulla_Abut_North
447,295986.5363134614,6597137.762096841,394.4339,Bulla_Abut_North
448,298110.9051978834,6596925.7884117775,390.54507,Bulla_Abut_North
449,300705.06349570653,6581663.789782265,398.92078,Bullabulling South Fault
